Region,Characteristic,Value (metric tons CO2e/year),Updated?,Year
Minnesota,Personal Vehicles Total (w/Commuting),10.42112507395,Y,2018
Mississippi,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Missouri,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Montana,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Nebraska,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Nevada,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
New Hampshire,Personal Vehicles Total (w/Commuting),9.73684700834,Y,2018
New Jersey,Personal Vehicles Total (w/Commuting),9.27000000000,Y,2018
New Mexico,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
New York,Personal Vehicles Total (w/Commuting),6.95362837267,Y,2018
North Carolina,Personal Vehicles Total (w/Commuting),10.77491928023,Y,2018
North Dakota,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Ohio,Personal Vehicles Total (w/Commuting),8.64000000000,Y,2018
Oklahoma,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Ontario,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Oregon,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Pennsylvania,Personal Vehicles Total (w/Commuting),7.76672166504,Y,2018
Rhode Island,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
South Carolina,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
South Dakota,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Tennessee,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Texas,Personal Vehicles Total (w/Commuting),10.20489522212,Y,2018
Utah,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Vermont,Personal Vehicles Total (w/Commuting),11.11000000000,Y,2018
Virginia,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Washington,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
West Virginia,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Wisconsin,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Wyoming,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Canada - All,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
United States of America,Personal Vehicles Total (w/Commuting),10.15000000000,Y,2018
Alabama,Total,21.25636574904,Y,2018
Alaska,Total,21.25571045041,Y,2018
Arizona,Total,21.25605356113,Y,2018
Arkansas,Total,21.25614085188,Y,2018
California,Total,22.09545481606,Y,2018
Canada,Total,21.25558670140,Y,2018
Colorado,Total,21.83988653042,Y,2018
Connecticut,Total,21.25592655155,Y,2018
Delaware,Total,20.56836314748,Y,2018
District of Columbia,Total,12.56101288359,Y,2018
Florida,Total,19.23773581097,Y,2018
Georgia,Total,21.25636574904,Y,2018
Hawaii,Total,21.25612270104,Y,2018
Idaho,Total,21.25580537308,Y,2018
Illinois,Total,23.31050664520,Y,2018
Indiana,Total,21.25676587602,Y,2018
Iowa,Total,21.25676143475,Y,2018
Kansas,Total,21.25695325011,Y,2018
Kentucky,Total,21.25645244743,Y,2018
Louisiana,Total,21.25614085188,Y,2018
Maine,Total,22.69303836898,Y,2018
Maryland,Total,22.20605344543,Y,2018
Massachusetts,Total,22.56766760954,Y,2018
Michigan,Total,21.25679597917,Y,2018
Minnesota,Total,23.45876416487,Y,2018
Mississippi,Total,21.25645244743,Y,2018
Missouri,Total,21.25717311154,Y,2018
Montana,Total,21.25580537308,Y,2018
Nebraska,Total,21.25676143475,Y,2018
Nevada,Total,21.25580537308,Y,2018
New Hampshire,Total,22.24123165359,Y,2018
New Jersey,Total,23.20189748926,Y,2018
New Mexico,Total,21.25605356113,Y,2018
New York,Total,20.39486126616,Y,2018
North Carolina,Total,20.94837541044,Y,2018
North Dakota,Total,21.25676143475,Y,2018
Ohio,Total,20.74316173272,Y,2018
Oklahoma,Total,21.25650776179,Y,2018
Ontario,Total,21.25558670140,Y,2018
Oregon,Total,21.25580537308,Y,2018
Pennsylvania,Total,20.39215211696,Y,2018
Rhode Island,Total,21.25592655155,Y,2018
South Carolina,Total,21.25611238301,Y,2018
South Dakota,Total,21.25676143475,Y,2018
Tennessee,Total,21.25645244743,Y,2018
Texas,Total,21.03359705108,Y,2018
Utah,Total,21.25580537308,Y,2018
Vermont,Total,23.36306648826,Y,2018
Virginia,Total,21.25611238301,Y,2018
Washington,Total,21.25580537308,Y,2018
West Virginia,Total,21.25650475327,Y,2018
Wisconsin,Total,21.25723549237,Y,2018
Wyoming,Total,21.25626019084,Y,2018
Canada - All,Total,27.64225477986,Y,2018
United States of America,Total,27.64225477986,Y,2018
Alabama,Transportation Total,11.25000000000,Y,2018
Alaska,Transportation Total,11.25000000000,Y,2018
Arizona,Transportation Total,11.25000000000,Y,2018
Arkansas,Transportation Total,11.25000000000,Y,2018
California,Transportation Total,11.56130021799,Y,2018
Canada,Transportation Total,11.25000000000,Y,2018
Colorado,Transportation Total,10.35287125946,Y,2018
Connecticut,Transportation Total,11.25000000000,Y,2018
Delaware,Transportation Total,11.26718559774,Y,2018
District of Columbia,Transportation Total,3.25983533385,Y,2018
Florida,Transportation Total,11.58616663195,Y,2018
Georgia,Transportation Total,11.25000000000,Y,2018
Hawaii,Transportation Total,11.25000000000,Y,2018
Idaho,Transportation Total,11.25000000000,Y,2018
Illinois,Transportation Total,10.25411408118,Y,2018
Indiana,Transportation Total,11.25000000000,Y,2018
Iowa,Transportation Total,11.25000000000,Y,2018
Kansas,Transportation Total,11.25000000000,Y,2018
Kentucky,Transportation Total,11.25000000000,Y,2018
Louisiana,Transportation Total,11.25000000000,Y,2018
Maine,Transportation Total,11.56754791341,Y,2018
Maryland,Transportation Total,11.66718559774,Y,2018
Massachusetts,Transportation Total,9.95661584763,Y,2018
Michigan,Transportation Total,11.25000000000,Y,2018
Minnesota,Transportation Total,11.92112507395,Y,2018
Mississippi,Transportation Total,11.25000000000,Y,2018
Missouri,Transportation Total,11.25000000000,Y,2018
Montana,Transportation Total,11.25000000000,Y,2018
Nebraska,Transportation Total,11.25000000000,Y,2018
Nevada,Transportation Total,11.25000000000,Y,2018
New Hampshire,Transportation Total,11.23684700834,Y,2018
New Jersey,Transportation Total,10.77000000000,Y,2018
New Mexico,Transportation Total,11.25000000000,Y,2018
New York,Transportation Total,8.45362837267,Y,2018
North Carolina,Transportation Total,12.27491928023,Y,2018
North Dakota,Transportation Total,11.25000000000,Y,2018
Ohio,Transportation Total,9.74000000000,Y,2018
Oklahoma,Transportation Total,11.25000000000,Y,2018
Ontario,Transportation Total,11.25000000000,Y,2018
Oregon,Transportation Total,11.25000000000,Y,2018
Pennsylvania,Transportation Total,9.26672166504,Y,2018
Rhode Island,Transportation Total,11.25000000000,Y,2018
South Carolina,Transportation Total,11.25000000000,Y,2018
South Dakota,Transportation Total,11.25000000000,Y,2018
Tennessee,Transportation Total,11.25000000000,Y,2018
Texas,Transportation Total,11.70489522212,Y,2018
Utah,Transportation Total,11.25000000000,Y,2018
Vermont,Transportation Total,12.21000000000,Y,2018
Virginia,Transportation Total,11.25000000000,Y,2018
Washington,Transportation Total,11.25000000000,Y,2018
West Virginia,Transportation Total,11.25000000000,Y,2018
Wisconsin,Transportation Total,11.25000000000,Y,2018
Wyoming,Transportation Total,11.25000000000,Y,2018
Canada - All,Transportation Total,11.25000000000,Y,2018
United States of America,Transportation Total,11.25000000000,Y,2018
Alabama,Waste disposal*,0.66000000000,Y,2018
Alaska,Waste disposal*,0.66000000000,Y,2018
Arizona,Waste disposal*,0.66000000000,Y,2018
Arkansas,Waste disposal*,0.66000000000,Y,2018
California,Waste disposal*,0.73915128000,Y,2018
Canada,Waste disposal*,0.66000000000,Y,2018
Colorado,Waste disposal*,0.63607236000,Y,2018
Connecticut,Waste disposal*,0.66000000000,Y,2018
Delaware,Waste disposal*,0.56000000000,Y,2018
District of Columbia,Waste disposal*,0.56000000000,Y,2018
Florida,Waste disposal*,0.65618532000,Y,2018
Georgia,Waste disposal*,0.66000000000,Y,2018
Hawaii,Waste disposal*,0.66000000000,Y,2018
Idaho,Waste disposal*,0.66000000000,Y,2018
Illinois,Waste disposal*,0.66121356000,Y,2018
Indiana,Waste disposal*,0.66000000000,Y,2018
Iowa,Waste disposal*,0.66000000000,Y,2018
Kansas,Waste disposal*,0.66000000000,Y,2018
Kentucky,Waste disposal*,0.66000000000,Y,2018
Louisiana,Waste disposal*,0.66000000000,Y,2018
Maine,Waste disposal*,0.58578996000,Y,2018
Maryland,Waste disposal*,0.66624180000,Y,2018
Massachusetts,Waste disposal*,0.63104412000,Y,2018
Michigan,Waste disposal*,0.66000000000,Y,2018
Minnesota,Waste disposal*,0.62098764000,Y,2018
Mississippi,Waste disposal*,0.66000000000,Y,2018
Missouri,Waste disposal*,0.66000000000,Y,2018
Montana,Waste disposal*,0.66000000000,Y,2018
Nebraska,Waste disposal*,0.66000000000,Y,2018
Nevada,Waste disposal*,0.66000000000,Y,2018
New Hampshire,Waste disposal*,0.62098764000,Y,2018
New Jersey,Waste disposal*,0.69000000000,Y,2018
New Mexico,Waste disposal*,0.66000000000,Y,2018
New York,Waste disposal*,0.65618532000,Y,2018
North Carolina,Waste disposal*,0.63607236000,Y,2018
North Dakota,Waste disposal*,0.66000000000,Y,2018
Ohio,Waste disposal*,0.63000000000,Y,2018
Oklahoma,Waste disposal*,0.66000000000,Y,2018
Ontario,Waste disposal*,0.66000000000,Y,2018
Oregon,Waste disposal*,0.66000000000,Y,2018
Pennsylvania,Waste disposal*,0.62350176000,Y,2018
Rhode Island,Waste disposal*,0.66000000000,Y,2018
South Carolina,Waste disposal*,0.66000000000,Y,2018
South Dakota,Waste disposal*,0.66000000000,Y,2018
Tennessee,Waste disposal*,0.66000000000,Y,2018
Texas,Waste disposal*,0.70898184000,Y,2018
Utah,Waste disposal*,0.66000000000,Y,2018
Vermont,Waste disposal*,0.58830408000,Y,2018
Virginia,Waste disposal*,0.66000000000,Y,2018
Washington,Waste disposal*,0.66000000000,Y,2018
West Virginia,Waste disposal*,0.66000000000,Y,2018
Wisconsin,Waste disposal*,0.66000000000,Y,2018
Wyoming,Waste disposal*,0.66000000000,Y,2018
Canada - All,Waste disposal*,0.66000000000,Y,2018
United States of America,Waste disposal*,0.66000000000,Y,2018
