Question ID	Question Text	Section	Group	Question Join Key	Campaign	Cell	Key	Question Updated
10067	How many kWh reported above came from on-site, premium purchase or group net-metered renewables?	Home Energy	Electricity	2016 Middlebury College Household Sustainability Survey_25	2016 Middlebury College Household Sustainability Survey	i25	25	How many kWh reported above came from on-site, premium purchase or group net-metered renewables?
10062	How many cords?	Home Energy	Cord Wood	Carbon Assessment for LEAD H1_25	Carbon Assessment for LEAD H1	i25	25	How many cords of wood?
10062	How many cords?	Home Energy	Cord Wood	City of Fort Collins (rev2)_25	City of Fort Collins (rev2)	i30	25	How many cords of wood?
10062	How many cords?	Home Energy	Cord Wood	New Belgium Brewery Sustainability Survey_25	New Belgium Brewery Sustainability Survey	i40	25	How many cords of wood?
10062	How many cords?	Home Energy	Cord Wood	Odell Sustainability Survey_25	Odell Sustainability Survey	i37	25	How many cords of wood?
10062	How many cords?	Home Energy	Cord Wood	2015 VEIC Carbon Survey_26	2015 VEIC Carbon Survey	i26	26	How many cords of wood?
10143	Which fuels did your household use last year?	Home Energy	Other Fuels	2016 Ben & Jerry's Household Carbon Survey_26	2016 Ben & Jerry's Household Carbon Survey	i26	26	Which fuels did your household use last year?
10128	What percentage of your electricity consumption above came from renewables?	Home Energy	Electricity	2016 Middlebury College Household Sustainability Survey_26	2016 Middlebury College Household Sustainability Survey	i26	26	What percentage of your electricity consumption above came from renewables?
10030	… or how much did it cost?	Home Energy	Cord Wood	Carbon Assessment for LEAD H1_26	Carbon Assessment for LEAD H1	i26	26	… or if you bought it, how much did it cost? (Cord Wood)
10030	… or how much did it cost?	Home Energy	Cord Wood	City of Fort Collins (rev2)_26	City of Fort Collins (rev2)	i31	26	… or if you bought it, how much did it cost? (Cord Wood)
10030	… or if you bought it, how much did it cost?	Home Energy	Cord Wood	New Belgium Brewery Sustainability Survey_26	New Belgium Brewery Sustainability Survey	i41	26	… or if you bought it, how much did it cost? (Cord Wood)
10030	… or if you bought it, how much did it cost?	Home Energy	Cord Wood	Odell Sustainability Survey_26	Odell Sustainability Survey	i38	26	… or if you bought it, how much did it cost? (Cord Wood)
10030	… or how much did it cost?	Home Energy	Cord Wood	2015 VEIC Carbon Survey_27	2015 VEIC Carbon Survey	i27	27	… or if you bought it, how much did it cost? (Cord Wood)
10062	How many cords of wood?	Home Energy	Cord Wood	2016 Ben & Jerry's Household Carbon Survey_27	2016 Ben & Jerry's Household Carbon Survey	i27	27	How many cords of wood?
10143	Which fuels did your household use last year?	Home Energy	Other Fuels	2016 Middlebury College Household Sustainability Survey_27	2016 Middlebury College Household Sustainability Survey	i27	27	Which fuels did your household use last year?
10024	… or check the box below.	Home Energy	Cord Wood	Carbon Assessment for LEAD H1_27	Carbon Assessment for LEAD H1	i27	27	… or check the box below. (Cord Wood)
10024	… or check the box below.	Home Energy	Cord Wood	City of Fort Collins (rev2)_27	City of Fort Collins (rev2)	i32	27	… or check the box below. (Cord Wood)
10024	… or check the box below.	Home Energy	Cord Wood	New Belgium Brewery Sustainability Survey_27	New Belgium Brewery Sustainability Survey	i42	27	… or check the box below. (Cord Wood)
10024	… or check the box below.	Home Energy	Cord Wood	Odell Sustainability Survey_27	Odell Sustainability Survey	i39	27	… or check the box below. (Cord Wood)
10024	… or check the box below.	Home Energy	Cord Wood	2015 VEIC Carbon Survey_28	2015 VEIC Carbon Survey	i28	28	… or check the box below. (Cord Wood)
10030	… or if you bought it, how much did it cost?	Home Energy	Cord Wood	2016 Ben & Jerry's Household Carbon Survey_28	2016 Ben & Jerry's Household Carbon Survey	i28	28	… or if you bought it, how much did it cost? (Cord Wood)
10062	How many cords of wood?	Home Energy	Cord Wood	2016 Middlebury College Household Sustainability Survey_28	2016 Middlebury College Household Sustainability Survey	i28	28	How many cords of wood?
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	Carbon Assessment for LEAD H1_28	Carbon Assessment for LEAD H1	i28	28	How many tons of wood pellets?
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	City of Fort Collins (rev2)_28	City of Fort Collins (rev2)	i33	28	How many tons of wood pellets?
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	New Belgium Brewery Sustainability Survey_28	New Belgium Brewery Sustainability Survey	i43	28	How many tons of wood pellets?
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	Odell Sustainability Survey_28	Odell Sustainability Survey	i40	28	How many tons of wood pellets?
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	2015 VEIC Carbon Survey_29	2015 VEIC Carbon Survey	i29	29	How many tons of wood pellets?
10024	… or check the box below.	Home Energy	Cord Wood	2016 Ben & Jerry's Household Carbon Survey_29	2016 Ben & Jerry's Household Carbon Survey	i29	29	… or check the box below. (Cord Wood)
10030	… or if you bought it, how much did it cost?	Home Energy	Cord Wood	2016 Middlebury College Household Sustainability Survey_29	2016 Middlebury College Household Sustainability Survey	i29	29	… or if you bought it, how much did it cost? (Cord Wood)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	Carbon Assessment for LEAD H1_29	Carbon Assessment for LEAD H1	i29	29	… or if you don't know, how much did it cost? (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	City of Fort Collins (rev2)_29	City of Fort Collins (rev2)	i34	29	… or if you don't know, how much did it cost? (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	New Belgium Brewery Sustainability Survey_29	New Belgium Brewery Sustainability Survey	i44	29	… or if you don't know, how much did it cost? (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	Odell Sustainability Survey_29	Odell Sustainability Survey	i41	29	… or if you don't know, how much did it cost? (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	2015 VEIC Carbon Survey_30	2015 VEIC Carbon Survey	i30	30	… or if you don't know, how much did it cost? (Wood Pellets)
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	2016 Ben & Jerry's Household Carbon Survey_30	2016 Ben & Jerry's Household Carbon Survey	i30	30	How many tons of wood pellets?
10024	… or check the box below.	Home Energy	Cord Wood	2016 Middlebury College Household Sustainability Survey_30	2016 Middlebury College Household Sustainability Survey	i30	30	… or check the box below. (Cord Wood)
10029	… or check the box below.	Home Energy	Wood Pellets	Carbon Assessment for LEAD H1_30	Carbon Assessment for LEAD H1	i30	30	… or check the box below. (Wood Pellets)
10029	… or check the box below.	Home Energy	Wood Pellets	City of Fort Collins (rev2)_30	City of Fort Collins (rev2)	i35	30	… or check the box below. (Wood Pellets)
10029	… or check the box below.	Home Energy	Wood Pellets	New Belgium Brewery Sustainability Survey_30	New Belgium Brewery Sustainability Survey	i45	30	… or check the box below. (Wood Pellets)
10029	… or check the box below.	Home Energy	Wood Pellets	Odell Sustainability Survey_30	Odell Sustainability Survey	i42	30	… or check the box below. (Wood Pellets)
10029	… or check the box below.	Home Energy	Wood Pellets	2015 VEIC Carbon Survey_31	2015 VEIC Carbon Survey	i31	31	… or check the box below. (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	2016 Ben & Jerry's Household Carbon Survey_31	2016 Ben & Jerry's Household Carbon Survey	i31	31	… or if you don't know, how much did it cost? (Wood Pellets)
10075	How many tons of wood pellets?	Home Energy	Wood Pellets	2016 Middlebury College Household Sustainability Survey_31	2016 Middlebury College Household Sustainability Survey	i31	31	How many tons of wood pellets?
10063	How many gallons of heating oil?	Home Energy	Heating Oil	Carbon Assessment for LEAD H1_31	Carbon Assessment for LEAD H1	i31	31	How many gallons of heating oil?
10063	How many gallons of heating oil?	Home Energy	Heating Oil	City of Fort Collins (rev2)_31	City of Fort Collins (rev2)	i36	31	How many gallons of heating oil?
10063	How many gallons of heating oil?	Home Energy	Heating Oil	New Belgium Brewery Sustainability Survey_31	New Belgium Brewery Sustainability Survey	i46	31	How many gallons of heating oil?
10063	How many gallons of heating oil?	Home Energy	Heating Oil	Odell Sustainability Survey_31	Odell Sustainability Survey	i43	31	How many gallons of heating oil?
10063	How many gallons of heating oil?	Home Energy	Heating Oil	2015 VEIC Carbon Survey_32	2015 VEIC Carbon Survey	i32	32	How many gallons of heating oil?
10029	… or check the box below.	Home Energy	Wood Pellets	2016 Ben & Jerry's Household Carbon Survey_32	2016 Ben & Jerry's Household Carbon Survey	i32	32	… or check the box below. (Wood Pellets)
10035	… or if you don't know, how much did it cost?	Home Energy	Wood Pellets	2016 Middlebury College Household Sustainability Survey_32	2016 Middlebury College Household Sustainability Survey	i32	32	… or if you don't know, how much did it cost? (Wood Pellets)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	Carbon Assessment for LEAD H1_32	Carbon Assessment for LEAD H1	i32	32	… or if you don't know, how much did it cost? (Heating Oil)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	New Belgium Brewery Sustainability Survey_32	New Belgium Brewery Sustainability Survey	i47	32	… or if you don't know, how much did it cost? (Heating Oil)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	Odell Sustainability Survey_32	Odell Sustainability Survey	i44	32	… or if you don't know, how much did it cost? (Heating Oil)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	2015 VEIC Carbon Survey_33	2015 VEIC Carbon Survey	i33	33	… or if you don't know, how much did it cost? (Heating Oil)
10063	How many gallons of heating oil?	Home Energy	Heating Oil	2016 Ben & Jerry's Household Carbon Survey_33	2016 Ben & Jerry's Household Carbon Survey	i33	33	How many gallons of heating oil?
10029	… or check the box below.	Home Energy	Wood Pellets	2016 Middlebury College Household Sustainability Survey_33	2016 Middlebury College Household Sustainability Survey	i33	33	… or check the box below. (Wood Pellets)
10025	… or check the box below.	Home Energy	Heating Oil	Carbon Assessment for LEAD H1_33	Carbon Assessment for LEAD H1	i33	33	… or check the box below. (Heating Oil)
10025	… or check the box below.	Home Energy	Heating Oil	City of Fort Collins (rev2)_33	City of Fort Collins (rev2)	i38	33	… or check the box below. (Heating Oil)
10025	… or check the box below.	Home Energy	Heating Oil	New Belgium Brewery Sustainability Survey_33	New Belgium Brewery Sustainability Survey	i48	33	… or check the box below. (Heating Oil)
10025	… or check the box below.	Home Energy	Heating Oil	Odell Sustainability Survey_33	Odell Sustainability Survey	i45	33	… or check the box below. (Heating Oil)
10025	… or check the box below.	Home Energy	Heating Oil	2015 VEIC Carbon Survey_34	2015 VEIC Carbon Survey	i34	34	… or check the box below. (Heating Oil)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	2016 Ben & Jerry's Household Carbon Survey_34	2016 Ben & Jerry's Household Carbon Survey	i34	34	… or if you don't know, how much did it cost? (Heating Oil)
10063	How many gallons of heating oil?	Home Energy	Heating Oil	2016 Middlebury College Household Sustainability Survey_34	2016 Middlebury College Household Sustainability Survey	i34	34	How many gallons of heating oil?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	Carbon Assessment for LEAD H1_34	Carbon Assessment for LEAD H1	i34	34	What % of your household heating oil was "renewable" source?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	City of Fort Collins (rev2)_34	City of Fort Collins (rev2)	i39	34	What % of your household heating oil was "renewable" source?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	New Belgium Brewery Sustainability Survey_34	New Belgium Brewery Sustainability Survey	i49	34	What % of your household heating oil was "renewable" source?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	Odell Sustainability Survey_34	Odell Sustainability Survey	i46	34	What % of your household heating oil was "renewable" source?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	2015 VEIC Carbon Survey_35	2015 VEIC Carbon Survey	i35	35	What % of your household heating oil was "renewable" source?
10025	… or check the box below.	Home Energy	Heating Oil	2016 Ben & Jerry's Household Carbon Survey_35	2016 Ben & Jerry's Household Carbon Survey	i35	35	… or check the box below. (Heating Oil)
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	2016 Middlebury College Household Sustainability Survey_35	2016 Middlebury College Household Sustainability Survey	i35	35	… or if you don't know, how much did it cost? (Heating Oil)
10065	How many gallons of Propane?	Home Energy	Propane	Carbon Assessment for LEAD H1_35	Carbon Assessment for LEAD H1	i35	35	How many gallons of Propane?
10065	How many gallons of Propane?	Home Energy	Propane	City of Fort Collins (rev2)_35	City of Fort Collins (rev2)	i40	35	How many gallons of Propane?
10064	How many gallons of kerosene?	Home Energy	Kerosene	New Belgium Brewery Sustainability Survey_35	New Belgium Brewery Sustainability Survey	i50	35	How many gallons of kerosene?
10064	How many gallons of kerosene?	Home Energy	Kerosene	Odell Sustainability Survey_35	Odell Sustainability Survey	i47	35	How many gallons of kerosene?
10065	How many gallons of Propane?	Home Energy	Propane	2015 VEIC Carbon Survey_36	2015 VEIC Carbon Survey	i36	36	How many gallons of Propane?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	2016 Ben & Jerry's Household Carbon Survey_36	2016 Ben & Jerry's Household Carbon Survey	i36	36	What % of your household heating oil was "renewable" source?
10025	… or check the box below.	Home Energy	Heating Oil	2016 Middlebury College Household Sustainability Survey_36	2016 Middlebury College Household Sustainability Survey	i36	36	… or check the box below. (Heating Oil)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	Carbon Assessment for LEAD H1_36	Carbon Assessment for LEAD H1	i36	36	… or if you don't know, how much did it cost? (Propane)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	City of Fort Collins (rev2)_36	City of Fort Collins (rev2)	i41	36	… or if you don't know, how much did it cost? (Propane)
10032	… or if you don't know, how much did it cost?	Home Energy	Kerosene	New Belgium Brewery Sustainability Survey_36	New Belgium Brewery Sustainability Survey	i51	36	… or if you don't know, how much did it cost? (Kerosene)
10032	… or if you don't know, how much did it cost?	Home Energy	Kerosene	Odell Sustainability Survey_36	Odell Sustainability Survey	i48	36	… or if you don't know, how much did it cost? (Kerosene)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	2015 VEIC Carbon Survey_37	2015 VEIC Carbon Survey	i37	37	… or if you don't know, how much did it cost? (Propane)
10064	How many gallons of kerosene?	Home Energy	Kerosene	2016 Ben & Jerry's Household Carbon Survey_37	2016 Ben & Jerry's Household Carbon Survey	i37	37	How many gallons of kerosene?
10097	What % of your household heating oil was "renewable" source?	Home Energy	Heating Oil	2016 Middlebury College Household Sustainability Survey_37	2016 Middlebury College Household Sustainability Survey	i37	37	What % of your household heating oil was "renewable" source?
10028	… or check the box below.	Home Energy	Propane	Carbon Assessment for LEAD H1_37	Carbon Assessment for LEAD H1	i37	37	… or check the box below. (Propane)
10028	… or check the box below.	Home Energy	Propane	City of Fort Collins (rev2)_37	City of Fort Collins (rev2)	i42	37	… or check the box below. (Propane)
10026	… or check the box below.	Home Energy	Kerosene	New Belgium Brewery Sustainability Survey_37	New Belgium Brewery Sustainability Survey	i52	37	… or check the box below. (Kerosene)
10026	… or check the box below.	Home Energy	Kerosene	Odell Sustainability Survey_37	Odell Sustainability Survey	i49	37	… or check the box below. (Kerosene)
10028	… or check the box below.	Home Energy	Propane	2015 VEIC Carbon Survey_38	2015 VEIC Carbon Survey	i38	38	… or check the box below. (Propane)
10032	… or if you don't know, how much did it cost?	Home Energy	Kerosene	2016 Ben & Jerry's Household Carbon Survey_38	2016 Ben & Jerry's Household Carbon Survey	i38	38	… or if you don't know, how much did it cost? (Kerosene)
10064	How many gallons of kerosene?	Home Energy	Kerosene	2016 Middlebury College Household Sustainability Survey_38	2016 Middlebury College Household Sustainability Survey	i38	38	How many gallons of kerosene?
10061	How many CCF (or Therms) of Natural Gas?	Home Energy	Natural Gas	Carbon Assessment for LEAD H1_38	Carbon Assessment for LEAD H1	i38	38	How many CCF (or Therms) of Natural Gas?
10061	How many CCF (or Therms) of Natural Gas?	Home Energy	Natural Gas	City of Fort Collins (rev2)_38	City of Fort Collins (rev2)	i43	38	How many CCF (or Therms) of Natural Gas?
10065	How many gallons of propane?	Home Energy	Propane	New Belgium Brewery Sustainability Survey_38	New Belgium Brewery Sustainability Survey	i53	38	How many gallons of Propane?
10065	How many gallons of propane?	Home Energy	Propane	Odell Sustainability Survey_38	Odell Sustainability Survey	i50	38	How many gallons of Propane?
10061	How many CCF (or Therms) of Natural Gas?	Home Energy	Natural Gas	2015 VEIC Carbon Survey_39	2015 VEIC Carbon Survey	i39	39	How many CCF (or Therms) of Natural Gas?
10026	… or check the box below.	Home Energy	Kerosene	2016 Ben & Jerry's Household Carbon Survey_39	2016 Ben & Jerry's Household Carbon Survey	i39	39	… or check the box below. (Kerosene)
10032	… or if you don't know, how much did it cost?	Home Energy	Kerosene	2016 Middlebury College Household Sustainability Survey_39	2016 Middlebury College Household Sustainability Survey	i39	39	… or if you don't know, how much did it cost? (Kerosene)
10033	… or if you don't know, how much did it cost?	Home Energy	Natural Gas	Carbon Assessment for LEAD H1_39	Carbon Assessment for LEAD H1	i39	39	… or if you don't know, how much did it cost? (Natural Gas)
10033	… or if you don't know, how much did it cost?	Home Energy	Natural Gas	City of Fort Collins (rev2)_39	City of Fort Collins (rev2)	i44	39	… or if you don't know, how much did it cost? (Natural Gas)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	New Belgium Brewery Sustainability Survey_39	New Belgium Brewery Sustainability Survey	i54	39	… or if you don't know, how much did it cost? (Propane)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	Odell Sustainability Survey_39	Odell Sustainability Survey	i51	39	… or if you don't know, how much did it cost? (Propane)
10033	… or if you don't know, how much did it cost?	Home Energy	Natural Gas	2015 VEIC Carbon Survey_40	2015 VEIC Carbon Survey	i40	40	… or if you don't know, how much did it cost? (Natural Gas)
10065	How many gallons of propane?	Home Energy	Propane	2016 Ben & Jerry's Household Carbon Survey_40	2016 Ben & Jerry's Household Carbon Survey	i40	40	How many gallons of Propane?
10026	… or check the box below.	Home Energy	Kerosene	2016 Middlebury College Household Sustainability Survey_40	2016 Middlebury College Household Sustainability Survey	i40	40	… or check the box below. (Kerosene)
10027	… or check the box below.	Home Energy	Natural Gas	Carbon Assessment for LEAD H1_40	Carbon Assessment for LEAD H1	i40	40	… or check the box below. (Natural Gas)
10027	… or check the box below.	Home Energy	Natural Gas	City of Fort Collins (rev2)_40	City of Fort Collins (rev2)	i45	40	… or check the box below. (Natural Gas)
10028	… or check the box below.	Home Energy	Propane	New Belgium Brewery Sustainability Survey_40	New Belgium Brewery Sustainability Survey	i55	40	… or check the box below. (Propane)
10028	… or check the box below.	Home Energy	Propane	Odell Sustainability Survey_40	Odell Sustainability Survey	i52	40	… or check the box below. (Propane)
10027	… or check the box below.	Home Energy	Natural Gas	2015 VEIC Carbon Survey_41	2015 VEIC Carbon Survey	i41	41	… or check the box below. (Natural Gas)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	2016 Ben & Jerry's Household Carbon Survey_41	2016 Ben & Jerry's Household Carbon Survey	i41	41	… or if you don't know, how much did it cost? (Propane)
10065	How many gallons of propane?	Home Energy	Propane	2016 Middlebury College Household Sustainability Survey_41	2016 Middlebury College Household Sustainability Survey	i41	41	How many gallons of Propane?
10073	How many personal vehicles did your household use in 2015?	Transportation	Personal Vehicles	Carbon Assessment for LEAD H1_41	Carbon Assessment for LEAD H1	i41	41	How many personal vehicles did your household use in 2015?
10073	How many personal vehicles did your household use in the last 12 months?	Transportation	Personal Vehicles	City of Fort Collins (rev2)_41	City of Fort Collins (rev2)	i46	41	How many personal vehicles did your household use in 2015?
10061	How many CCF (or therms) of natural gas did you use in the last 12 months?	Home Energy	Natural Gas	New Belgium Brewery Sustainability Survey_41	New Belgium Brewery Sustainability Survey	i56	41	How many CCF (or Therms) of Natural Gas?
10061	How many CCF (or therms) of natural gas did you use in the last 12 months?	Home Energy	Natural Gas	Odell Sustainability Survey_41	Odell Sustainability Survey	i53	41	How many CCF (or Therms) of Natural Gas?
10031	… or if you don't know, how much did it cost?	Home Energy	Heating Oil	City of Fort Collins (rev2)_42	City of Fort Collins (rev2)	i37	42	… or if you don't know, how much did it cost? (Heating Oil)
10073	How many personal vehicles did your household use in 2015?	Transportation	Personal Vehicles	2015 VEIC Carbon Survey_42	2015 VEIC Carbon Survey	i42	42	How many personal vehicles did your household use in 2015?
10028	… or check the box below.	Home Energy	Propane	2016 Ben & Jerry's Household Carbon Survey_42	2016 Ben & Jerry's Household Carbon Survey	i42	42	… or check the box below. (Propane)
10034	… or if you don't know, how much did it cost?	Home Energy	Propane	2016 Middlebury College Household Sustainability Survey_42	2016 Middlebury College Household Sustainability Survey	i42	42	… or if you don't know, how much did it cost? (Propane)
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_42	Carbon Assessment for LEAD H1	i42	42	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	City of Fort Collins (rev2)_42	City of Fort Collins (rev2)	i47	42	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10036	… or what was your average monthly natural gas bill over the last 12 months?	Home Energy	Natural Gas	New Belgium Brewery Sustainability Survey_42	New Belgium Brewery Sustainability Survey	i57	42	… or what was your average monthly natural gas bill over the last 12 months?
10036	… or what was your average monthly natural gas bill over the last 12 months?	Home Energy	Natural Gas	Odell Sustainability Survey_42	Odell Sustainability Survey	i54	42	… or what was your average monthly natural gas bill over the last 12 months?
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	2015 VEIC Carbon Survey_43	2015 VEIC Carbon Survey	i43	43	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10061	How many CCF (or therms) of natural gas?	Home Energy	Natural Gas	2016 Ben & Jerry's Household Carbon Survey_43	2016 Ben & Jerry's Household Carbon Survey	i43	43	How many CCF (or Therms) of Natural Gas?
10028	… or check the box below.	Home Energy	Propane	2016 Middlebury College Household Sustainability Survey_43	2016 Middlebury College Household Sustainability Survey	i43	43	… or check the box below. (Propane)
10102	What fuel type is it?	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_43	Carbon Assessment for LEAD H1	i43	43	What fuel type is it? (Vehicle 1)
10102	What fuel type is it?	Transportation	Vehicle 1	City of Fort Collins (rev2)_43	City of Fort Collins (rev2)	i48	43	What fuel type is it? (Vehicle 1)
10027	… or check the box below.	Home Energy	Natural Gas	New Belgium Brewery Sustainability Survey_43	New Belgium Brewery Sustainability Survey	i58	43	… or check the box below. (Natural Gas)
10027	… or check the box below.	Home Energy	Natural Gas	Odell Sustainability Survey_43	Odell Sustainability Survey	i55	43	… or check the box below. (Natural Gas)
10102	What fuel type is it?	Transportation	Vehicle 1	2015 VEIC Carbon Survey_44	2015 VEIC Carbon Survey	i44	44	What fuel type is it? (Vehicle 1)
10033	… or if you don't know, how much did it cost?	Home Energy	Natural Gas	2016 Ben & Jerry's Household Carbon Survey_44	2016 Ben & Jerry's Household Carbon Survey	i44	44	… or if you don't know, how much did it cost? (Natural Gas)
10061	How many CCF (or therms) of natural gas?	Home Energy	Natural Gas	2016 Middlebury College Household Sustainability Survey_44	2016 Middlebury College Household Sustainability Survey	i44	44	How many CCF (or Therms) of Natural Gas?
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_44	Carbon Assessment for LEAD H1	i44	44	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	City of Fort Collins (rev2)_44	City of Fort Collins (rev2)	i49	44	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10073	How many personal vehicles did your household use in the last 12 months?	Transportation	Personal Vehicles	New Belgium Brewery Sustainability Survey_44	New Belgium Brewery Sustainability Survey	i59	44	How many personal vehicles did your household use in 2015?
10073	How many personal vehicles did your household use in the last 12 months?	Transportation	Personal Vehicles	Odell Sustainability Survey_44	Odell Sustainability Survey	i56	44	How many personal vehicles did your household use in 2015?
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	2015 VEIC Carbon Survey_45	2015 VEIC Carbon Survey	i45	45	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10027	… or check the box below.	Home Energy	Natural Gas	2016 Ben & Jerry's Household Carbon Survey_45	2016 Ben & Jerry's Household Carbon Survey	i45	45	… or check the box below. (Natural Gas)
10033	… or if you don't know, how much did it cost?	Home Energy	Natural Gas	2016 Middlebury College Household Sustainability Survey_45	2016 Middlebury College Household Sustainability Survey	i45	45	… or if you don't know, how much did it cost? (Natural Gas)
10069	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_45	Carbon Assessment for LEAD H1	i45	45	How many miles did your household drive this vehicle in 2015?
10069	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 1	City of Fort Collins (rev2)_45	City of Fort Collins (rev2)	i50	45	How many miles did your household drive this vehicle in 2015?
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_45	New Belgium Brewery Sustainability Survey	i60	45	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	Odell Sustainability Survey_45	Odell Sustainability Survey	i57	45	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10069	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 1	2015 VEIC Carbon Survey_46	2015 VEIC Carbon Survey	i46	46	How many miles did your household drive this vehicle in 2015?
10027	… or check the box below.	Home Energy	Natural Gas	2016 Middlebury College Household Sustainability Survey_46	2016 Middlebury College Household Sustainability Survey	i46	46	… or check the box below. (Natural Gas)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_46	Carbon Assessment for LEAD H1	i46	46	What percent of miles are pure electric mode? (Vehicle 1)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	City of Fort Collins (rev2)_46	City of Fort Collins (rev2)	i51	46	What percent of miles are pure electric mode? (Vehicle 1)
10102	What fuel type is it?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_46	New Belgium Brewery Sustainability Survey	i61	46	What fuel type is it? (Vehicle 1)
10102	What fuel type is it?	Transportation	Vehicle 1	Odell Sustainability Survey_46	Odell Sustainability Survey	i58	46	What fuel type is it? (Vehicle 1)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	2015 VEIC Carbon Survey_47	2015 VEIC Carbon Survey	i47	47	What percent of miles are pure electric mode? (Vehicle 1)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	Carbon Assessment for LEAD H1_47	Carbon Assessment for LEAD H1	i47	47	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	City of Fort Collins (rev2)_47	City of Fort Collins (rev2)	i52	47	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_47	New Belgium Brewery Sustainability Survey	i62	47	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	Odell Sustainability Survey_47	Odell Sustainability Survey	i59	47	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	2015 VEIC Carbon Survey_48	2015 VEIC Carbon Survey	i48	48	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
